"nome_cient","Freq","total","categoria","prop","endemicas","coords.x1","coords.x2","buffer.size"
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-69.406627,-9.80022899999994,1
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-59.5050699999999,-16.1375169999999,1
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-59.5050699999999,-16.1375169999999,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-69.406627,-9.80022899999994,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-46.333333,-1.74999999999994,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-60.1666999999999,-12.7499999999999,1.5
"Amburana acreana",1,15,"VU",0.0666666666666667,"endemic",-63.047291,-8.39319199999994,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-62,-10.1799999999999,1.5
"Carapichea ipecacuanha",1,21,"VU",0.0476190476190476,"nao endemica",-58.1199999999999,-15.24,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-52.325033,-14.7476849999999,1.5
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-47.53,-4.27999999999997,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-68.6,-9.09999999999997,1.5
"Amburana acreana",1,15,"VU",0.0666666666666667,"endemic",-68.8,-10.8,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-50.1371149999999,-7.74818399999998,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-50.4999999999999,-10.4999999999999,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-47.4499999999999,-6.55999999999995,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-72.8,-8.29999999999995,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-54.220499,-1.43929599999996,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-61.811966,-10.393478,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-58.1299999999999,-15.1299999999999,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-52.636656,-15.3322709999999,1.5
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-59.966667,-2.88333299999994,1.5
"Amburana acreana",1,15,"VU",0.0666666666666667,"endemic",-63.047291,-8.39319199999994,1.5
"Amburana acreana",1,15,"VU",0.0666666666666667,"endemic",-68.1,-10.4999999999999,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-69.306348,-10.078968,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-51.7667,-12.8167,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-68.5947,-9.44219999999996,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-50.210142,-10.966688,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-48.833333,-1.74999999999994,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-49.8624129999999,-3.81737099999998,1.5
"Amburana acreana",1,15,"VU",0.0666666666666667,"endemic",-67.8,-10.4999999999999,1.5
"Carapichea ipecacuanha",1,21,"VU",0.0476190476190476,"nao endemica",-57.916058,-16.6008859999999,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-69.2,-10.1,1.5
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-59.9291459999999,-2.94115799999997,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-50.1608189999999,-10.8831329999999,1.5
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-65.936111,-4.93611099999993,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-68.264268,-10.078968,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-46.166667,-6.83333299999993,1.5
"Carapichea ipecacuanha",1,21,"VU",0.0476190476190476,"nao endemica",-57.5,-14.6,1.5
"Carapichea ipecacuanha",1,21,"VU",0.0476190476190476,"nao endemica",-58.1,-15.1999999999999,1.5
"Carapichea ipecacuanha",1,21,"VU",0.0476190476190476,"nao endemica",-58.0699999999999,-15.23,1.5
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-63.1833329999999,3.55000000000007,1.5
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-72.83,-8.12999999999994,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-62.1759059999999,-10.756836,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-72.4581249999999,-9.16476799999998,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-52.360556,-14.7230559999999,1.5
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-62.8199999999999,1.52000000000004,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-50.4811,-10.4632999999999,1.5
"Carapichea ipecacuanha",1,21,"VU",0.0476190476190476,"nao endemica",-57.5,-14.6,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-52.143611,-14.8463889999999,1.5
"Carapichea ipecacuanha",1,21,"VU",0.0476190476190476,"nao endemica",-58.0699999999999,-15.23,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-67.74,-10.15,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-52.3892729999999,-15.334422,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-54.9299999999999,-10.0599999999999,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-50.4811109999999,-10.463333,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-53.4499999999999,-13.166667,1.5
"Amburana acreana",1,15,"VU",0.0666666666666667,"endemic",-68.8,-10.85,1.5
"Pleonotoma bracteata",1,14,"VU",0.0714285714285714,"endemic",-55.1940489999999,-2.67343999999997,1.5
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-64.9999999999999,-5.33333299999993,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-54.9299999999999,-10.0599999999999,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-68.264268,-10.078968,1.5
"Apuleia leiocarpa",3,116,"VU",0.0258620689655172,"nao endemica",-68.9999999999999,-9.32999999999993,1.5
"Heteropsis flexuosa",1,54,"VU",0.0185185185185185,"nao endemica",-72.8710799999999,-7.47700199999997,1.5
